"sitecode","comid_old","comid_new","vpuid","totdasqkm_comidnew","ws_area_km2","ws_area_src"
"nwis_11455165",948020360,948020360,"18",60096.5208,60096.5208,"NHDV2_vaa"
"nwis_11462500",8269119,8269119,"18",952.3881,952.3881,"NHDV2_vaa"
"nwis_11463000",8271445,8271445,"18",1308.3894,1308.3894,"NHDV2_vaa"
"nwis_11463682",8272211,8272211,"18",1774.0458,1774.0458,"NHDV2_vaa"
"nwis_11463980",8272297,8272297,"18",2048.6817,2048.6817,"NHDV2_vaa"
"nwis_11465240",8272227,8272227,"18",454.5657,454.5657,"NHDV2_vaa"
"nwis_11467000",8272725,8272725,"18",3465.3924,3465.3924,"NHDV2_vaa"
"nwis_12100490",23981235,23981235,"17",1229.4333,1229.4333,"NHDV2_vaa"
"nwis_12101100",23981225,23982435,"17",NA,0.49,"Appling2018_StreamStats"
"nwis_12102075",23981667,23981667,"17",57.2706,57.2706,"NHDV2_vaa"
"nwis_13013650",23123131,23123131,"17",4359.6531,4359.6531,"NHDV2_vaa"
"nwis_13173600",23299878,23299878,"17",81619.0389,81619.0389,"NHDV2_vaa"
"nwis_13206400",23398795,23400535,"17",NA,35.83,"Appling2018_StreamStats"
"nwis_13207500",23402329,23402329,"17",168.5223,168.5223,"NHDV2_vaa"
"nwis_13213000",23398297,23398297,"17",10103.4306,10103.4306,"NHDV2_vaa"
"nwis_13213100",23409945,23409945,"17",119060.6436,119060.6436,"NHDV2_vaa"
"nwis_14151000",23752598,23752598,"17",489.123,489.123,"NHDV2_vaa"
"nwis_14162500",23772909,23772909,"17",2341.0233,2341.0233,"NHDV2_vaa"
"nwis_14182500",23780805,23780805,"17",292.4532,292.4532,"NHDV2_vaa"
"nwis_14202650",23805858,23805136,"17",35.9136,35.9136,"NHDV2_vaa"
"nwis_14206950",23805270,23805270,"17",82.1421,82.1421,"NHDV2_vaa"
"nwis_14210000",23809080,23809080,"17",1770.4575,1770.4575,"NHDV2_vaa"
"nwis_14211010",23809000,23809000,"17",2441.6514,2441.6514,"NHDV2_vaa"
"nwis_14211720",23815040,23815040,"17",28921.6503,28921.6503,"NHDV2_vaa"
"nwis_14301500",23875925,23875925,"17",420.5484,420.5484,"NHDV2_vaa"
"nwis_14302480",23875839,23875839,"17",377.5473,377.5473,"NHDV2_vaa"
"nwis_385446094430700",4392935,4392935,"10L",39.1941,39.1941,"NHDV2_vaa"
"nwis_385520094420000",4392905,4392905,"10L",43.6005,43.6005,"NHDV2_vaa"
"nwis_385608094380300",4392849,4392849,"10L",98.7822,98.7822,"NHDV2_vaa"
"nwis_411955088280601",14779396,14779396,"07",143.8713,143.8713,"NHDV2_vaa"
"AZ_LV",20440142,20440142,"15",15862.6494,15862.6494,"NHDV2_vaa"
"AZ_MV",20436170,20436170,"15",11680.839,11680.839,"NHDV2_vaa"
"AZ_OC",20453378,20453378,"15",603.3501,603.3501,"NHDV2_vaa"
"AZ_SC",20440650,20440650,"15",272.7927,272.7927,"NHDV2_vaa"
"AZ_WB",20454582,20454582,"15",299.718,299.718,"NHDV2_vaa"
"CO_Alpine2",1238245,1238245,"14",48.7332,48.7332,"NHDV2_vaa"
"CO_Alpine3",5241110,5241110,"10L",12.3543,12.3543,"NHDV2_vaa"
"CO_Cameo1",3179476,3179476,"14",20612.0565,20612.0565,"NHDV2_vaa"
"CO_Cameo2",3179938,3179938,"14",20644.5195,20644.5195,"NHDV2_vaa"
"CO_Forest1",1238161,1238161,"14",3.8691,3.8691,"NHDV2_vaa"
"CO_Forest2",1238141,1238141,"14",91.377,91.377,"NHDV2_vaa"
"CO_Forest4",11715511,11715511,"10L",195.4764,195.4764,"NHDV2_vaa"
"CO_Forestsite",1238529,1238529,"14",22.9473,22.9473,"NHDV2_vaa"
"CO_Meadow1",1238141,1238141,"14",91.377,91.377,"NHDV2_vaa"
"CO_Wfresdown",1232803,1232803,"14",600.1245,600.1245,"NHDV2_vaa"
"CO_Wfresdown1",1232803,1232803,"14",600.1245,600.1245,"NHDV2_vaa"
"CO_Wfresdown5",226793,226793,"10L",5.3379,5.3379,"NHDV2_vaa"
"CO_Wfresup",1236675,1236675,"14",476.9298,476.9298,"NHDV2_vaa"
"CO_Wfresup2",1236741,1236741,"14",2.3805,2.3805,"NHDV2_vaa"
"CO_WindyGap1",1234225,1234225,"14",2033.4465,2033.4465,"NHDV2_vaa"
"CO_WindyGap2",1234361,1234361,"14",6.0669,6.0669,"NHDV2_vaa"
"CT_BUNN",6109247,6109247,"01",10.5084,10.5084,"NHDV2_vaa"
"CT_FARM",6109717,6109717,"01",1492.9416,1492.9416,"NHDV2_vaa"
"CT_HUBB",6105951,6105951,"01",54.0963,54.0963,"NHDV2_vaa"
"CT_STIL",6111419,6111419,"01",222.6708,222.6708,"NHDV2_vaa"
"CT_Unio",6109643,6109643,"01",978.5736,978.5736,"NHDV2_vaa"
"FL_Branford",2232693,2232693,"03S",18603.144,18603.144,"NHDV2_vaa"
"FL_CowCreek",2161816,2161816,"03S",243.6795,243.6795,"NHDV2_vaa"
"FL_Drain",2161826,2161826,"03S",222.9201,222.9201,"NHDV2_vaa"
"FL_ICHE2700",2161766,2161766,"03S",457.785,457.785,"NHDV2_vaa"
"FL_NR1000",2161384,2161384,"03S",491.6781,491.6781,"NHDV2_vaa"
"FL_Olustee",2156952,2156952,"03S",138.4704,138.4704,"NHDV2_vaa"
"FL_SF2500",2161822,2161822,"03S",2464.4655,2464.4655,"NHDV2_vaa"
"FL_SF2800",2161876,2161876,"03S",3314.6109,3314.6109,"NHDV2_vaa"
"FL_SF700",2161828,2161828,"03S",247.3893,247.3893,"NHDV2_vaa"
"FL_WaterOak",2157040,2157040,"03S",4.7781,4.7781,"NHDV2_vaa"
"FL_WhiteSprings",166743978,166743978,"03S",5882.6646,5882.6646,"NHDV2_vaa"
"FL_WS1500",2161874,2161874,"03S",1499.1804,1499.1804,"NHDV2_vaa"
"IN_SDW",18487568,18487568,"05",14.9256,14.9256,"NHDV2_vaa"
"KS_KANSASR",3730399,3730399,"10L",287436.0564,287436.0564,"NHDV2_vaa"
"KS_KANSASREASTLAWRENCE",3737659,3737659,"10L",284302.035,284302.035,"NHDV2_vaa"
"KS_KANSASRFALLLEAF",3737651,3737651,"10L",284430.7296,284430.7296,"NHDV2_vaa"
"MD_BARN",11688418,11688418,"02",4.3164,4.3164,"NHDV2_vaa"
"MD_DRKR",11689186,11689186,"02",20.5866,20.5866,"NHDV2_vaa"
"MD_GFCP",11689212,11689212,"02",164.6676,164.6676,"NHDV2_vaa"
"MD_GFGB",11688596,11688596,"02",10.6101,10.6101,"NHDV2_vaa"
"MD_GFVN",11689106,11689106,"02",88.4268,88.4268,"NHDV2_vaa"
"MD_POBR",11688418,NA,"02",NA,0.31,"nwis_site_description"
"MI_PILG1",11937543,11937543,"04",62.961,62.961,"NHDV2_vaa"
"MI_PILG14",11937577,11937577,"04",33.835,33.835,"NHDV2_vaa"
"MI_PILG6",11937543,11937543,"04",62.961,62.961,"NHDV2_vaa"
"MI_PILGNF15",11937579,11937579,"04",20.306,20.306,"NHDV2_vaa"
"MI_PILGSF16",11938039,11938039,"04",2.912,2.912,"NHDV2_vaa"
"MI_SILVER",12027144,12027144,"04",173.508,173.508,"NHDV2_vaa"
"MI_TOBACCO",11937185,11937185,"04",123.882,123.882,"NHDV2_vaa"
"MI_TRAPROCK",11937203,11937203,"04",2.633,2.633,"NHDV2_vaa"
"NC_Eno",8780571,8780571,"03N",175.1571,175.1571,"NHDV2_vaa"
"NC_MC751",8888398,8888398,"03N",4.1157,4.1157,"NHDV2_vaa"
"NC_Mud",8888400,8888400,"03N",1.3761,1.3761,"NHDV2_vaa"
"NC_NHC",8895490,8895490,"03N",81.1656,81.1656,"NHDV2_vaa"
"NC_PWC",8895420,8895420,"03N",62.1144,62.1144,"NHDV2_vaa"
"NC_Stony",8780657,8780657,"03N",3.5397,3.5397,"NHDV2_vaa"
"NC_UEno",8780473,8780473,"03N",31.77,31.77,"NHDV2_vaa"
"NC_UNHC",8895362,8895362,"03N",59.2038,59.2038,"NHDV2_vaa"
"NH_BDC",5845162,NA,"01",NA,0.29,"StreamStats"
"NH_BEF",9311801,9311801,"01",18.2223,18.2223,"NHDV2_vaa"
"NH_DCF",5847952,5847952,"01",5.9292,5.9292,"NHDV2_vaa"
"NH_GOF",6745688,6745688,"01",7987.3641,7987.3641,"NHDV2_vaa"
"NH_HBF",6729679,NA,"01",NA,0.4,"localuser_HBFLTER"
"NH_MCQ",6745678,NA,"01",NA,0.44,"localuser_UNHWQAL"
"NH_SBM",5847820,5847820,"01",1.4562,1.4562,"NHDV2_vaa"
"NH_TPB",6740166,6740166,"01",4.1679,4.1679,"NHDV2_vaa"
"NH_WHB",5848004,5848004,"01",1.602,1.602,"NHDV2_vaa"
"RI_CorkBrk",6128763,6128763,"01",7.0326,7.0326,"NHDV2_vaa"
"UT_Potash",3379149,3379149,"14",65676.1563,65676.1563,"NHDV2_vaa"
"VT_MOOS",4570675,4570675,"01",208.9341,208.9341,"NHDV2_vaa"
"VT_Pass",4572379,4572379,"01",1125.1035,1125.1035,"NHDV2_vaa"
"VT_POPE",4572347,4572347,"01",11.1456,11.1456,"NHDV2_vaa"
"VT_SLPR",4572307,4572307,"01",120.4659,120.4659,"NHDV2_vaa"
"WI_BEC",13633173,13633173,"07",1.1952,1.1952,"NHDV2_vaa"
"WI_BRW",13633137,13633137,"07",28.8342,28.8342,"NHDV2_vaa"
