"sitecode","usgs_gagename","comid_old","comid_new","vpuid","ws_area_km2","ws_area_src","width_m","width_src"
"nwis_05451210","nwis_05451210",6572160,6572160,"07",582.66,"NHDV2_vaa",19.812,"NWIS field measurements"
"nwis_05515500","nwis_05515500",13433691,13433691,"07",1369.251,"NHDV2_vaa",22.67712,"NWIS field measurements"
"nwis_05518000","nwis_05518000",13438397,13438397,"07",4560.0282,"NHDV2_vaa",59.2836,"NWIS field measurements"
"nwis_05524500","nwis_05524500",13454468,13454468,"07",1160.6769,"NHDV2_vaa",29.337,"NWIS field measurements"
"nwis_05579630","nwis_05579630",13551313,13551313,"07",38.5695,"NHDV2_vaa",4.2672,"NWIS field measurements"
"nwis_05595000","nwis_05595000",13893022,13893022,"07",13464.1467,"NHDV2_vaa",91.8972,"NWIS field measurements"
"nwis_05599490","nwis_05599490",13786642,13786642,"07",5577.8076,"NHDV2_vaa",50.292,"NWIS field measurements"
"nwis_06336000","nwis_06336000",14567692,14567692,"10U",16073.3664,"NHDV2_vaa",32.3088,"NWIS field measurements"
"nwis_06436760","nwis_06436760",5453388,5453388,"10U",1196.2665,"NHDV2_vaa",7.7724,"NWIS field measurements"
"nwis_06461500","nwis_06461500",16031404,16031404,"10U",16113.0312,"NHDV2_vaa",44.5008,"NWIS field measurements"
"nwis_06465500","nwis_06465500",11645823,11645823,"10U",27423.8073,"NHDV2_vaa",207.8736,"NWIS field measurements"
"nwis_06478522","nwis_06478522",11759050,11759050,"10U",1183.4793,"NHDV2_vaa",22.86,"NWIS field measurements"
"nwis_06670500","nwis_06670500",17483383,17483383,"10L",11678.1102,"NHDV2_vaa",18.45564,"NWIS field measurements"
"nwis_06711565","nwis_06711565",194423,194423,"10L",8780.6574,"NHDV2_vaa",36.2712,"NWIS field measurements"
"nwis_06795500","nwis_06795500",17421926,17421926,"10L",34076.8305,"NHDV2_vaa",6.4008,"NWIS field measurements"
"nwis_06800500","nwis_06800500",24750511,24750511,"10L",17445.7008,"NHDV2_vaa",72.39,"NWIS field measurements"
"nwis_06805500","nwis_06805500",17416036,17416032,"10L",210860.2503,"NHDV2_vaa",341.376,"NWIS field measurements"
"nwis_06818000","nwis_06818000",2252949,2252949,"10L",1020851.7597,"NHDV2_vaa",240.792,"NWIS field measurements"
"nwis_06892513","nwis_06892513",3727673,3727673,"10L",151.2882,"NHDV2_vaa",12.37488,"NWIS field measurements"
"nwis_06893300","nwis_06893300",4392793,4392793,"10L",68.9346,"NHDV2_vaa",14.26464,"NWIS field measurements"
"nwis_06893350","nwis_06893350",4392993,4392993,"10L",54.0288,"NHDV2_vaa",10.14984,"NWIS field measurements"
"nwis_06893620","nwis_06893620",4390605,4390605,"10L",25.2036,"NHDV2_vaa",2.54508,"NWIS field measurements"
"nwis_06893820","nwis_06893820",4390909,4390909,"10L",257.1066,"NHDV2_vaa",6.33984,"NWIS field measurements"
"nwis_06893890","nwis_06893890",4390979,4390979,"10L",90.4986,"NHDV2_vaa",7.9248,"NWIS field measurements"
"nwis_06893970","nwis_06893970",4390589,4390589,"10L",22.1121,"NHDV2_vaa",3.81,"NWIS field measurements"
"nwis_06894000","nwis_06894000",4391187,4391187,"10L",480.4416,"NHDV2_vaa",9.93648,"NWIS field measurements"
"nwis_06934500","nwis_06934500",6013072,6013072,"10L",1277917.9452,"NHDV2_vaa",405.384,"NWIS field measurements"
"nwis_07048600","nwis_07048600",8590894,8590894,"11",1037.4498,"NHDV2_vaa",29.8704,"NWIS field measurements"
"nwis_07061270","nwis_07061270",7665728,7665728,"11",135.5463,"NHDV2_vaa",20.4216,"NWIS field measurements"
"nwis_07061290","nwis_07061290",7666946,7666946,"11",226.7964,"NHDV2_vaa",13.4112,"NWIS field measurements"
"nwis_07075250","nwis_07075250",11777377,11777377,"11",120.7278,"NHDV2_vaa",14.1732,"NWIS field measurements"
"nwis_07075270","nwis_07075270",11777215,11777215,"11",193.8231,"NHDV2_vaa",27.432,"NWIS field measurements"
"nwis_07106000","nwis_07106000",1530529,1530529,"11",1761.8454,"NHDV2_vaa",21.4122,"NWIS field measurements"
"nwis_07109500","nwis_07109500",952589,952589,"11",16199.0163,"NHDV2_vaa",34.7472,"NWIS field measurements"
"nwis_07143672","nwis_07143672",21176300,21176300,"11",1996.9776,"NHDV2_vaa",14.3256,"NWIS field measurements"
"nwis_07144100","nwis_07144100",21177172,21177172,"11",3242.6244,"NHDV2_vaa",17.3736,"NWIS field measurements"
"nwis_07164500","nwis_07164500",369211,369211,"11",217697.121,"NHDV2_vaa",89.0016,"NWIS field measurements"
"nwis_07177500","nwis_07177500",847292,847292,"11",2361.6396,"NHDV2_vaa",32.3088,"NWIS field measurements"
"nwis_07178200","nwis_07178200",847450,847450,"11",2944.8333,"NHDV2_vaa",31.0896,"NWIS field measurements"
"nwis_071912213","nwis_071912213",21771121,21771121,"11",423.6201,"NHDV2_vaa",25.6032,"NWIS field measurements"
"nwis_07191222","nwis_07191222",21770993,21770993,"11",153.1476,"NHDV2_vaa",10.4394,"NWIS field measurements"
"nwis_07198000","nwis_07198000",402478,402478,"11",4183.7373,"NHDV2_vaa",22.4028,"NWIS field measurements"
"nwis_07239450","nwis_07239450",391180,391180,"11",34031.3481,"NHDV2_vaa",13.1064,"NWIS field measurements"
"nwis_07241000","nwis_07241000",393414,393414,"11",34680.8133,"NHDV2_vaa",13.4112,"NWIS field measurements"
"nwis_07241520","nwis_07241520",414275,414275,"11",35187.444,"NHDV2_vaa",24.384,"NWIS field measurements"
"nwis_07241550","nwis_07241550",414203,414203,"11",35397.9063,"NHDV2_vaa",29.5656,"NWIS field measurements"
"nwis_07263296","nwis_07263296",22846155,22846155,"11",190.035,"NHDV2_vaa",21.12264,"NWIS field measurements"
"nwis_072632966","nwis_072632966",22848005,22848005,"11",232.2477,"NHDV2_vaa",39.0144,"NWIS field measurements"
"nwis_07332620","nwis_07332620",8348635,8348635,"11",761.409,"NHDV2_vaa",9.20496,"NWIS field measurements"
"nwis_07332622","nwis_07332622",8348819,8348819,"11",968.1291,"NHDV2_vaa",13.67028,"NWIS field measurements"
"nwis_07374000","nwis_07374000",19088319,19088319,"08",2880681.8643,"NHDV2_vaa",886.968,"NWIS field measurements"
"nwis_07381600","nwis_07381600",15182073,15182073,"08",245067.06,"Appling2018_USGS2013",545.592,"NWIS field measurements"
"nwis_08048000","nwis_08048000",1268410,1268410,"12",6742.2924,"NHDV2_vaa",65.2272,"NWIS field measurements"
"nwis_08049500","nwis_08049500",1269868,1269868,"12",7910.3178,"NHDV2_vaa",21.336,"NWIS field measurements"
"nwis_08052700","nwis_08052700",1278534,1278534,"12",193.1067,"NHDV2_vaa",3.3528,"NWIS field measurements"
"nwis_08052745","nwis_08052745",1278616,1278616,"12",112.0527,"NHDV2_vaa",10.8204,"NWIS field measurements"
"nwis_08057000","nwis_08057000",942030011,942030011,"12",15795.8136,"NHDV2_vaa",46.9392,"NWIS field measurements"
"nwis_08057410","nwis_08057410",1260375,1260375,"12",16253.3556,"NHDV2_vaa",58.3692,"NWIS field measurements"
"nwis_08062500","nwis_08062500",1262531,1262531,"12",21054.3939,"NHDV2_vaa",39.9288,"NWIS field measurements"
"nwis_08065350","nwis_08065350",1484774,1484774,"12",35961.7032,"NHDV2_vaa",78.9432,"NWIS field measurements"
"nwis_08068000","nwis_08068000",1468280,1468280,"12",2147.0526,"NHDV2_vaa",13.59408,"NWIS field measurements"
"nwis_08068500","nwis_08068500",1508043,1508043,"12",1052.3493,"NHDV2_vaa",16.97736,"NWIS field measurements"
"nwis_08070200","nwis_08070200",1520083,1520083,"12",1019.8422,"NHDV2_vaa",14.9352,"NWIS field measurements"
"nwis_08155500","nwis_08155500",5781893,5781893,"12",311.0211,"NHDV2_vaa",28.17876,"NWIS field measurements"
"nwis_08171290","nwis_08171290",1629555,1629555,"12",1016.8686,"NHDV2_vaa",22.4028,"NWIS field measurements"
"nwis_08180700","nwis_08180700",10835974,10835974,"12",2232.6813,"NHDV2_vaa",8.5344,"NWIS field measurements"
"nwis_08181500","nwis_08181500",10836092,10836092,"12",3366.8559,"NHDV2_vaa",12.8778,"NWIS field measurements"
"nwis_08181800","nwis_08181800",10840572,10840572,"12",4528.7082,"NHDV2_vaa",14.1732,"NWIS field measurements"
"nwis_08188060","nwis_08188060",3839167,3839167,"12",9215.424,"NHDV2_vaa",17.86128,"NWIS field measurements"
"nwis_08211200","nwis_08211200",3171770,3171770,"12",43043.1399,"NHDV2_vaa",18.2118,"NWIS field measurements"
"nwis_08317400","nwis_08317400",17834678,17834678,"13",29246.517,"NHDV2_vaa",59.7408,"NWIS field measurements"
"nwis_08374550","nwis_08374550",291639,291639,"13",170869.8213,"NHDV2_vaa",18.8976,"NWIS field measurements"
"nwis_08375300","nwis_08375300",291801,291801,"13",183080.9457,"NHDV2_vaa",56.0832,"NWIS field measurements"
"nwis_08412500","nwis_08412500",3210721,3210721,"13",51965.7795,"NHDV2_vaa",12.4968,"NWIS field measurements"
"nwis_08437710","nwis_08437710",3212475,3212475,"13",71380.2285,"NHDV2_vaa",5.0292,"NWIS field measurements"
"nwis_08446500","nwis_08446500",3213331,3213331,"13",74314.0368,"NHDV2_vaa",9.18972,"NWIS field measurements"
"nwis_08447000","nwis_08447000",332712,332712,"13",83075.6745,"NHDV2_vaa",8.382,"NWIS field measurements"
"nwis_08447300","nwis_08447300",333056,333056,"13",86919.1695,"NHDV2_vaa",21.6408,"NWIS field measurements"
"nwis_09041400","nwis_09041400",1231609,1231609,"14",700.2801,"NHDV2_vaa",8.5344,"NWIS field measurements"
"nwis_09326500","nwis_09326500",4877531,4877531,"14",359.946,"NHDV2_vaa",6.87324,"NWIS field measurements"
"nwis_09327000","nwis_09327000",4876845,4876845,"14",409.5468,"NHDV2_vaa",5.36448,"NWIS field measurements"
"nwis_09406000","nwis_09406000",10023916,10023916,"15",2389.8132,"NHDV2_vaa",12.954,"NWIS field measurements"
"nwis_10129900","nwis_10129900",10093082,10093082,"16",67.9239,"NHDV2_vaa",2.10312,"NWIS field measurements"
"nwis_10133650","nwis_10133650",10276856,10276856,"16",89.8947,"NHDV2_vaa",6.00456,"NWIS field measurements"
"nwis_10133800","nwis_10133800",10276836,10276836,"16",152.7417,"NHDV2_vaa",5.24256,"NWIS field measurements"
"nwis_10133980","nwis_10133980",10276712,10276712,"16",285.507,"NHDV2_vaa",7.62,"NWIS field measurements"
"nwis_11044000","nwis_11044000",22549075,22549075,"18",1495.233,"NHDV2_vaa",3.9624,"NWIS field measurements"
"nwis_11126000","nwis_11126000",17611567,17610189,"18",1090.4913,"NHDV2_vaa",3.2004,"NWIS field measurements"
"nwis_11128500","nwis_11128500",17609015,17609015,"18",1468.0305,"NHDV2_vaa",5.0292,"NWIS field measurements"
"nwis_11273400","nwis_11273400",2829236,2829236,"18",25803.4482,"NHDV2_vaa",34.8996,"NWIS field measurements"
"nwis_11285500","nwis_11285500",17078299,17078299,"18",3281.6637,"NHDV2_vaa",27.18816,"NWIS field measurements"
"nwis_11447650","nwis_11447650",15048349,15048349,"18",59572.5345,"NHDV2_vaa",183.4896,"NWIS field measurements"
"nwis_11447830","nwis_11447830",15059759,15059759,"18",60080.8482,"NHDV2_vaa",59.1312,"NWIS field measurements"
"nwis_11447850","nwis_11447850",15059771,15059771,"18",60152.0958,"NHDV2_vaa",70.7136,"NWIS field measurements"
"nwis_11447890","nwis_11447890",15059765,15059765,"18",60123.7683,"NHDV2_vaa",107.8992,"NWIS field measurements"
"nwis_11455165","nwis_11455165",948020360,948020360,"18",60096.5208,"NHDV2_vaa",67.3608,"NWIS field measurements"
"nwis_11462500","nwis_11462500",8269119,8269119,"18",952.3881,"NHDV2_vaa",27.5844,"NWIS field measurements"
"nwis_11463000","nwis_11463000",8271445,8271445,"18",1308.3894,"NHDV2_vaa",15.5448,"NWIS field measurements"
"nwis_11463682","nwis_11463682",8272211,8272211,"18",1774.0458,"NHDV2_vaa",22.05228,"NWIS field measurements"
"nwis_11463980","nwis_11463980",8272297,8272297,"18",2048.6817,"NHDV2_vaa",31.0896,"NWIS field measurements"
"nwis_11465240","nwis_11465240",8272227,8272227,"18",454.5657,"NHDV2_vaa",13.01496,"NWIS field measurements"
"nwis_11467000","nwis_11467000",8272725,8272725,"18",3465.3924,"NHDV2_vaa",17.8308,"NWIS field measurements"
"nwis_12100490","nwis_12100490",23981235,23981235,"17",1229.4333,"NHDV2_vaa",46.9392,"NWIS field measurements"
"nwis_12101100","nwis_12101100",23981225,23982435,"17",0.49,"Appling2018_StreamStats",17.9832,"NWIS field measurements"
"nwis_12102075","nwis_12102075",23981667,23981667,"17",57.2706,"NHDV2_vaa",5.1816,"NWIS field measurements"
"nwis_13013650","nwis_13013650",23123131,23123131,"17",4359.6531,"NHDV2_vaa",73.4568,"NWIS field measurements"
"nwis_13173600","nwis_13173600",23299878,23299878,"17",81619.0389,"NHDV2_vaa",177.2412,"NWIS field measurements"
"nwis_13206400","nwis_13206400",23398795,23400535,"17",35.83,"Appling2018_StreamStats",3.09372,"NWIS field measurements"
"nwis_13207500","nwis_13207500",23402329,23402329,"17",168.5223,"NHDV2_vaa",2.37744,"NWIS field measurements"
"nwis_13213000","nwis_13213000",23398297,23398297,"17",10103.4306,"NHDV2_vaa",41.148,"NWIS field measurements"
"nwis_13213100","nwis_13213100",23409945,23409945,"17",119060.6436,"NHDV2_vaa",167.3352,"NWIS field measurements"
"nwis_14151000","nwis_14151000",23752598,23752598,"17",489.123,"NHDV2_vaa",28.48356,"NWIS field measurements"
"nwis_14162500","nwis_14162500",23772909,23772909,"17",2341.0233,"NHDV2_vaa",85.9536,"NWIS field measurements"
"nwis_14182500","nwis_14182500",23780805,23780805,"17",292.4532,"NHDV2_vaa",31.3944,"NWIS field measurements"
"nwis_14202650","nwis_14202650",23805858,23805136,"17",35.9136,"NHDV2_vaa",10.18032,"NWIS field measurements"
"nwis_14206950","nwis_14206950",23805270,23805270,"17",82.1421,"NHDV2_vaa",6.2484,"NWIS field measurements"
"nwis_14210000","nwis_14210000",23809080,23809080,"17",1770.4575,"NHDV2_vaa",55.1688,"NWIS field measurements"
"nwis_14211010","nwis_14211010",23809000,23809000,"17",2441.6514,"NHDV2_vaa",65.2272,"NWIS field measurements"
"nwis_14211720","nwis_14211720",23815040,23815040,"17",28921.6503,"NHDV2_vaa",242.4684,"NWIS field measurements"
"nwis_14301500","nwis_14301500",23875925,23875925,"17",420.5484,"NHDV2_vaa",47.244,"NWIS field measurements"
"nwis_14302480","nwis_14302480",23875839,23875839,"17",377.5473,"NHDV2_vaa",34.1376,"NWIS field measurements"
"nwis_385446094430700","nwis_385446094430700",4392935,4392935,"10L",39.1941,"NHDV2_vaa",5.9436,"NWIS field measurements"
"nwis_385520094420000","nwis_385520094420000",4392905,4392905,"10L",43.6005,"NHDV2_vaa",10.668,"NWIS field measurements"
"nwis_385608094380300","nwis_385608094380300",4392849,4392849,"10L",98.7822,"NHDV2_vaa",14.29512,"NWIS field measurements"
"nwis_411955088280601","nwis_411955088280601",14779396,14779396,"07",143.8713,"NHDV2_vaa",10.1597442100535,"Regional geomorphic scaling coeff"
"AZ_LV","nwis_09511300",20440142,20440142,"15",15862.6494,"NHDV2_vaa",20.1168,"NWIS field measurements"
"AZ_MV","nwis_09506000",20436170,20436170,"15",11680.839,"NHDV2_vaa",27.1272,"NWIS field measurements"
"AZ_OC","nwis_09504420",20453378,20453378,"15",603.3501,"NHDV2_vaa",19.59864,"NWIS field measurements"
"AZ_SC","nwis_09510200",20440650,20440650,"15",272.7927,"NHDV2_vaa",7.68096,"NWIS field measurements"
"AZ_WB","nwis_09505200",20454582,20454582,"15",299.718,"NHDV2_vaa",8.80872,"NWIS field measurements"
"CO_Alpine2",NA,1238245,1238245,"14",48.7332,"NHDV2_vaa",3.4239831289665,"Regional geomorphic scaling coeff"
"CO_Alpine3",NA,5241110,5241110,"10L",12.3543,"NHDV2_vaa",2.26226575254234,"Regional geomorphic scaling coeff"
"CO_Cameo1",NA,3179476,3179476,"14",20612.0565,"NHDV2_vaa",63.1548165982443,"Regional geomorphic scaling coeff"
"CO_Cameo2",NA,3179938,3179938,"14",20644.5195,"NHDV2_vaa",63.2027395759063,"Regional geomorphic scaling coeff"
"CO_Forest1",NA,1238161,1238161,"14",3.8691,"NHDV2_vaa",1.00978286782474,"Regional geomorphic scaling coeff"
"CO_Forest2",NA,1238141,1238141,"14",91.377,"NHDV2_vaa",4.63578604381567,"Regional geomorphic scaling coeff"
"CO_Forest4",NA,11715511,11715511,"10L",195.4764,"NHDV2_vaa",6.78977752310416,"Regional geomorphic scaling coeff"
"CO_Forestsite",NA,1238529,1238529,"14",22.9473,"NHDV2_vaa",2.38162087365596,"Regional geomorphic scaling coeff"
"CO_Meadow1",NA,1238141,1238141,"14",91.377,"NHDV2_vaa",4.63578604381567,"Regional geomorphic scaling coeff"
"CO_Wfresdown",NA,1232803,1232803,"14",600.1245,"NHDV2_vaa",11.4845064008425,"Regional geomorphic scaling coeff"
"CO_Wfresdown1",NA,1232803,1232803,"14",600.1245,"NHDV2_vaa",11.4845064008425,"Regional geomorphic scaling coeff"
"CO_Wfresdown5",NA,226793,226793,"10L",5.3379,"NHDV2_vaa",1.61991949700958,"Regional geomorphic scaling coeff"
"CO_Wfresup","nwis_09037500",1236675,1236675,"14",476.9298,"NHDV2_vaa",9.906,"NWIS field measurements"
"CO_Wfresup2",NA,1236741,1236741,"14",2.3805,"NHDV2_vaa",0.799013405097645,"Regional geomorphic scaling coeff"
"CO_WindyGap1",NA,1234225,1234225,"14",2033.4465,"NHDV2_vaa",20.6808405303127,"Regional geomorphic scaling coeff"
"CO_WindyGap2",NA,1234361,1234361,"14",6.0669,"NHDV2_vaa",1.25426705539157,"Regional geomorphic scaling coeff"
"CT_BUNN","nwis_01188000",6109247,6109247,"01",10.5084,"NHDV2_vaa",2.9718,"NWIS field measurements"
"CT_FARM","nwis_01189995",6109717,6109717,"01",1492.9416,"NHDV2_vaa",62.1792,"NWIS field measurements"
"CT_HUBB","nwis_01187300",6105951,6105951,"01",54.0963,"NHDV2_vaa",8.5344,"NWIS field measurements"
"CT_STIL","nwis_01186500",6111419,6111419,"01",222.6708,"NHDV2_vaa",16.90116,"NWIS field measurements"
"CT_Unio","nwis_01188090",6109643,6109643,"01",978.5736,"NHDV2_vaa",45.72,"NWIS field measurements"
"FL_Branford","nwis_02320500",2232693,2232693,"03S",18603.144,"NHDV2_vaa",103.0224,"NWIS field measurements"
"FL_CowCreek",NA,2161816,2161816,"03S",243.6795,"NHDV2_vaa",12.2135576217023,"Regional geomorphic scaling coeff"
"FL_Drain",NA,2161826,2161826,"03S",222.9201,"NHDV2_vaa",11.7317676093672,"Regional geomorphic scaling coeff"
"FL_ICHE2700","nwis_02322700",2161766,2161766,"03S",457.785,"NHDV2_vaa",22.69236,"NWIS field measurements"
"FL_NR1000","nwis_02321000",2161384,2161384,"03S",491.6781,"NHDV2_vaa",14.11224,"NWIS field measurements"
"FL_Olustee",NA,2156952,2156952,"03S",138.4704,"NHDV2_vaa",9.46004799843606,"Regional geomorphic scaling coeff"
"FL_SF2500","nwis_02322500",2161822,2161822,"03S",2464.4655,"NHDV2_vaa",49.3776,"NWIS field measurements"
"FL_SF2800","nwis_02322800",2161876,2161876,"03S",3314.6109,"NHDV2_vaa",62.484,"NWIS field measurements"
"FL_SF700","nwis_02320700",2161828,2161828,"03S",247.3893,"NHDV2_vaa",9.32688,"NWIS field measurements"
"FL_WaterOak",NA,2157040,2157040,"03S",4.7781,"NHDV2_vaa",2.0654912813773,"Regional geomorphic scaling coeff"
"FL_WhiteSprings","nwis_02315500",166743978,166743978,"03S",5882.6646,"NHDV2_vaa",36.576,"NWIS field measurements"
"FL_WS1500","nwis_02321500",2161874,2161874,"03S",1499.1804,"NHDV2_vaa",41.4528,"NWIS field measurements"
"IN_SDW","nwis_03331224",18487568,18487568,"05",14.9256,"NHDV2_vaa",2.667,"NWIS field measurements"
"KS_KANSASR","nwis_06892350",3730399,3730399,"10L",287436.0564,"NHDV2_vaa",198.882,"NWIS field measurements"
"KS_KANSASREASTLAWRENCE",NA,3737659,3737659,"10L",284302.035,"NHDV2_vaa",123.198218389107,"Regional geomorphic scaling coeff"
"KS_KANSASRFALLLEAF",NA,3737651,3737651,"10L",284430.7296,"NHDV2_vaa",123.220411014977,"Regional geomorphic scaling coeff"
"MD_BARN","nwis_01583580",11688418,11688418,"02",4.3164,"NHDV2_vaa",2.77368,"NWIS field measurements"
"MD_DRKR","nwis_01589330",11689186,11689186,"02",20.5866,"NHDV2_vaa",6.7056,"NWIS field measurements"
"MD_GFCP","nwis_01589352",11689212,11689212,"02",164.6676,"NHDV2_vaa",17.8308,"NWIS field measurements"
"MD_GFGB","nwis_01589197",11688596,11688596,"02",10.6101,"NHDV2_vaa",3.03276,"NWIS field measurements"
"MD_GFVN","nwis_01589300",11689106,11689106,"02",88.4268,"NHDV2_vaa",12.52728,"NWIS field measurements"
"MD_POBR","nwis_01583570",11688418,NA,"02",0.31,"nwis_site_description",0.4572,"NWIS field measurements"
"MI_PILG1",NA,11937543,11937543,"04",62.961,"NHDV2_vaa",8.74067741630705,"Regional geomorphic scaling coeff"
"MI_PILG14",NA,11937577,11937577,"04",33.835,"NHDV2_vaa",6.44747146311566,"Regional geomorphic scaling coeff"
"MI_PILG6",NA,11937543,11937543,"04",62.961,"NHDV2_vaa",8.74067741630705,"Regional geomorphic scaling coeff"
"MI_PILGNF15",NA,11937579,11937579,"04",20.306,"NHDV2_vaa",5.02037255920224,"Regional geomorphic scaling coeff"
"MI_PILGSF16",NA,11938039,11938039,"04",2.912,"NHDV2_vaa",1.93844628745765,"Regional geomorphic scaling coeff"
"MI_SILVER","nwis_04043150",12027144,12027144,"04",173.508,"NHDV2_vaa",16.1544,"NWIS field measurements"
"MI_TOBACCO",NA,11937185,11937185,"04",123.882,"NHDV2_vaa",12.1779453843785,"Regional geomorphic scaling coeff"
"MI_TRAPROCK","nwis_04043050",11937203,11937203,"04",2.633,"NHDV2_vaa",9.6774,"NWIS field measurements"
"NC_Eno","nwis_02085000",8780571,8780571,"03N",175.1571,"NHDV2_vaa",11.2776,"NWIS field measurements"
"NC_MC751",NA,8888398,8888398,"03N",4.1157,"NHDV2_vaa",2.63337010890945,"Regional geomorphic scaling coeff"
"NC_Mud",NA,8888400,8888400,"03N",1.3761,"NHDV2_vaa",2.82,"StreamPULSE estimates"
"NC_NHC",NA,8895490,8895490,"03N",81.1656,"NHDV2_vaa",9.3,"StreamPULSE estimates"
"NC_PWC",NA,8895420,8895420,"03N",62.1144,"NHDV2_vaa",8.62233778694316,"Regional geomorphic scaling coeff"
"NC_Stony",NA,8780657,8780657,"03N",3.5397,"NHDV2_vaa",3.325,"StreamPULSE estimates"
"NC_UEno",NA,8780473,8780473,"03N",31.77,"NHDV2_vaa",7.1,"StreamPULSE estimates"
"NC_UNHC",NA,8895362,8895362,"03N",59.2038,"NHDV2_vaa",10.9,"StreamPULSE estimates"
"NH_BDC",NA,5845162,NA,"01",0.29,"StreamStats",0.9,"StreamPULSE estimates"
"NH_BEF",NA,9311801,9311801,"01",18.2223,"NHDV2_vaa",5.91014975627823,"Regional geomorphic scaling coeff"
"NH_DCF",NA,5847952,5847952,"01",5.9292,"NHDV2_vaa",2.4635,"StreamPULSE estimates"
"NH_GOF","nwis_01092000",6745688,6745688,"01",7987.3641,"NHDV2_vaa",174.0408,"NWIS field measurements"
"NH_HBF",NA,6729679,NA,"01",0.4,"localuser_HBFLTER",0.786842256932937,"Regional geomorphic scaling coeff"
"NH_MCQ",NA,6745678,NA,"01",0.44,"localuser_UNHWQAL",0.827452387098792,"Regional geomorphic scaling coeff"
"NH_SBM",NA,5847820,5847820,"01",1.4562,"NHDV2_vaa",1.61,"StreamPULSE estimates"
"NH_TPB",NA,6740166,6740166,"01",4.1679,"NHDV2_vaa",3.4905,"StreamPULSE estimates"
"NH_WHB",NA,5848004,5848004,"01",1.602,"NHDV2_vaa",0.975,"StreamPULSE estimates"
"RI_CorkBrk","nwis_01115280",6128763,6128763,"01",7.0326,"NHDV2_vaa",2.07264,"NWIS field measurements"
"UT_Potash","nwis_09185600",3379149,3379149,"14",65676.1563,"NHDV2_vaa",100.7364,"NWIS field measurements"
"VT_MOOS","nwis_01134500",4570675,4570675,"01",208.9341,"NHDV2_vaa",18.8976,"NWIS field measurements"
"VT_Pass","nwis_01135500",4572379,4572379,"01",1125.1035,"NHDV2_vaa",39.9288,"NWIS field measurements"
"VT_POPE","nwis_01135150",4572347,4572347,"01",11.1456,"NHDV2_vaa",3.81,"NWIS field measurements"
"VT_SLPR","nwis_01135300",4572307,4572307,"01",120.4659,"NHDV2_vaa",18.1356,"NWIS field measurements"
"WI_BEC","nwis_05406457",13633173,13633173,"07",1.1952,"NHDV2_vaa",5.1816,"NWIS field measurements"
"WI_BRW","nwis_05406469",13633137,13633137,"07",28.8342,"NHDV2_vaa",4.05384,"NWIS field measurements"
